|positive|,|Hey dudes, 4AM. Please check out my blog at http://stevencohmer.blogspot.com and my youtube channel http://youtube.com/stevencohmer "|
|positive|,|lol thats the highlight "|
|positive|,|@DavidArchie Touch My Hand video = simply amazing.  Love it."|
|positive|,|@atlteabagged ur not blind  i was just browsing &amp; saw ur tweet &amp; figured i could answer ur query plus i wanted to know too"|
|positive|,|@ehasselbeck braving the standby line @ TheView bright &amp; early today!! hope to hear about your book &amp; hope I get in! 3rd time's the charm "|
|positive|,|I know what would make me really tired, put me to sleep and I would sleep good!  ...RICE!!! Lmao!"|
|positive|,|@ZopflieseJule F...you very very much  willkommen im Twitterland"|
|positive|,|@jnacool I dont understand sensex..but wow! "|
|positive|,|Good day today tomorrow will be even better "|
|positive|,|@Broooooke_ omg and you never would believe what we did. ahaha, i loved it. but it felt like a movie, but REAL!! "|
|positive|,|@dominicalevina Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy "|
|positive|,|@djinfrared Sounds pretty cool. Great job man! "|
|positive|,|took mr timothy for a run, he's quite fast if i hold up his bottom "|
|positive|,|Have a huge block of snack chocolate here. Tis calling my name already "|
|positive|,|@xxJessica94xx Hey what's up? My name is Caleb and I'm your newest follower!!! "|
|positive|,|@jasonhoun Haha of course! That's my favorite album of all time "|
|positive|,|LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art "|
|positive|,|@Strabismus Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy "|
|positive|,|@Editorables Haha.. Hey you should check out @NatHistoryWhale  Love her/his tweets "|
|positive|,|@NickHodge Bought the Repo Man soundtrack in the 80s - Pablo Picasso was never called an asshole "|
|positive|,|Eighty nine min. And fifty eight sec. New record "|
|positive|,|@LadyAnne525 It will give me lulz from time to time. "|
|positive|,|@shadiya I hope you were feeling better today! "|
|positive|,|@nagatep grabe, norms. i researched; dami pala flamenco forms and sub-forms. kaloka!  i attempted a Solea. kaloka ang 12-beat! "|
|positive|,|@EMarketingGuru Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy "|
|positive|,|Hey @deangeloredman Mia!! Go to bed!!    (deangeloredman live &gt; http://ustre.am/2NlC)"|
|positive|,|Had a gr8 Sunday relaxing enjoying the beautiful weather. Good nite "|
|positive|,|Late news then it's off for some much needed zzzzzzz.......Goodnight Tweets. "|
|positive|,|dinner was awesome. Im so happy my mom enjoyed her bday  I was able to spoil her yay lol"|
|positive|,|@sdweathers Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy "|
|positive|,|@deepbluesealove Yeah it was great to be outside without rain/snow &amp; cold air! Love the sunny days "|
|positive|,|If any one is looking for @pembrokedave he is now at @PembsDave  (And if you don't know him yet, follow him anyways, good guy)"|
|positive|,|@thakkar I knw maan! i was gonna say the same thing. We both would become omelettes and others would become chapathis "|
|positive|,|@TheEngTeacher I did for years and then moved over to an IBM compatible.  Would love to have both on my desk!   Can you call me a techie?"|
|positive|,|@RomeBadBoyEnt "|
|positive|,|@Felitherandom Ohmygosh. I KNOW. That would make my night for SURE. lol.  Goodnight!"|
|positive|,|@pokr thanks for the retweet  poker is the best card game on earth"|
|positive|,|Do you have a chronic illness blog? Let me know, I'll post your link on my own  www.ptsici.blogspot.com"|
|positive|,|@Kat77 Don't ever turn off the part of your brain that talks crap! That's where fun comes from "|
|positive|,|@QuestCon That gave me a great smile. Nice way to end the day. You are so right "|
|positive|,|lovely night of steve-o and family guy. off to bed. "|
|positive|,|@longnu Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy "|
|positive|,|1 AM &amp; time for bed, nite all "|
|positive|,|@feedmecupcakes I just wanted to say, that you have the best screen name ever. That is all.  "|
|positive|,|I still want a Smartcar!!! Don't they have the most wonderful designs ever? "|
|positive|,|loves her some worship papers. and had a fantastic day. the Lord is good. and constantly surprises me. "|
|positive|,|Ah, the bank holiday shift at work. What fun "|
|positive|,|@Aquilaquail Lol - I could have written that - would be good to have 2 Mondays this week, then I might catch up x "|
|positive|,|@clarissa61190 and if you want to leaveeeee I can guranteee, you won't find nobody, else like meeee "|
|positive|,|@madisonSAYWHAT yeah I imagine you did "|
|positive|,|@_cassian is there a game   !"|
|positive|,|@blogviet Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy "|
|positive|,|@HOTTVampChick Excellent, he will never know, lmao. "|
|positive|,|Wrapped up some html/java work now spending the night dabbling in some flash intros "|
|positive|,|night night dollies  you are al so amazing "|
|positive|,|i'm gonna eat some chips??!! anybody, want some??? hahaha! "|
|positive|,|@mmitchelldaviss THAT WAS SICK! i was like 'oh no, she's gonna hit the kid.' which is probably the usual response. i am oh so original "|
|positive|,|Finished watching Episode 4&amp;5 of Ruby Metaprogramming Screencasts. Lots of cool tips, great! But need to more coding practices to master. "|
|positive|,|@adambusch So the man behind the awesome Macarena vid. Great work. Love it. "|
|positive|,|Good mornin twitterers, watching my first naruto of the day and it happens to be the 100th episode  lovely juvely"|
|positive|,|@DonnieWahlberg so wish I was there with ya, but at 6:48am Belgian time I was sleeping...time diff sucks. Take me there! "|
|positive|,|1 more day! "|
|positive|,|@rajrikhy Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy "|
|positive|,|finally home for once after a dope ass week "|
|positive|,|I've been slacking on the blips... but a nice mellow one before I go to sleep.  ? http://blip.fm/~5jcfo"|
|positive|,|@prieurdp awesome... let us know how the cloud setup goes, I'm very keen on trying it myself as well "|
|positive|,|yeah so Prom Night is now the Craft (good movie) "|
|positive|,|@davidalexanderm fantastic, love all things Krautrock "|
|positive|,|@beccaRAR I like to support my friends  It's sad that I'm your only friend though"|
|positive|,|goin to bed w/smokey!!!!! "|
|positive|,|@hokulii Thanks. End up going to Makino Chaya "|
|positive|,|okay, really going now...STOP MAKING ME LAUGH LIKE THAT!!  "|
|positive|,|@Airbase woOt! "|
|positive|,|professional development is my favorite way to spend a beautiful monday afternoon....NOT! "|
|positive|,|joining twitter "|
|positive|,|@aral 105% of people between 18-24 yrs in DK is on facebook, more profiles than citizens in that range  Where are you in DK? And Why? "|
|positive|,|Kicking like crazy. "|
|positive|,|@Free2b_you Ah! Haha that's exciting. If I ever come to Australia we are definitely gonna have a movie night, FYI "|
|positive|,|morning! just got my coffee "|
|positive|,|@trinemt I'm excited! Hust let me know when you want to go over to Lucky7 Tattoos "|
|positive|,|@sublime98 Milk, Gran Torino, Bolt, Bride Wars, New In Town (yeah I got through a few...) Damn I love longhaul "|
|positive|,|To make a long day short--I did nothing. =D well, I had some friends over they just left (3:55am) We have been drinking since 9.  Smashed"|
|positive|,|watching &quot;Knowing&quot; and lovin it "|
|positive|,|had a funny time at neball against PLC  score: 48-3. what a game."|
|positive|,|@langleyjoel @jenn_langley Hi guys! Guess who has Twitter on her phone now? Me! "|
|positive|,|@3rdbrain - Wow, I didn't realise you were Hami. lol. Thanks for all the comments on my blog, dude "|
|positive|,|Is sooo waking both of them up on my way back to SB  good night america"|
|positive|,|i am! lol its just i got used 2 talkin 2 ya..! "|
|positive|,|@tytel neatza. pe plantatie as usual "|
|positive|,|Morning all, typical grey &amp; wet bank holiday Mon so far today. :/ Off to photo gallery and paint gallery later, may treat myself. "|
|positive|,|@nomek is new van a nice one "|
|positive|,|@chrisanag lol i know but it was just so funny, ahaha "|
|positive|,|@zombiegrrl99 thanks, i feel a lot better now.. but it hurt like hell!!!  good luck with the lousy student writing. "|
|positive|,|@ciaaren  u think i could call u tnite? "|
|positive|,|@victortan LOL! It's on the right? I gotta try when I get home. I'm using it at work. So the X is where it should be. "|
|positive|,|Headed up to WMC for the day. Hopefully I'll have enough time to swing by Chinatown on the way home. I'm in the mood for duck! "|
|positive|,|Watched Yes Man, it was good  http://tinyurl.com/dbrc88"|
|positive|,|trying to figure it out "|
|positive|,|@missbossy Yeah that's me  I used my initials for my Flickr account!"|
|positive|,|it's a perfect day to throw back your head and kiss it all good bye - love it, so cheerful!!  ? http://blip.fm/~5jckp"|
|positive|,|@Veggie_ thatd be likely, bein that i lived on campus ha...i just moved back to the cov "|
|positive|,|The top 5 words I've tweeted: hug, good, people, fun, twitter. http://tinyurl.com/dcxoty ... that's really quite nice "|
|positive|,|@ work. Reachable on my mobile... "|
|positive|,|@pammiebegood Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy "|
|positive|,|may the fourth be with you! happy star wars day "|
|positive|,|loves finding new followers  "|
|positive|,|@iankintzle Come visit Iowa. k? "|
|positive|,|http://twitpic.com/4j9eo this is  how it looks at nights "|
|positive|,|@warzabidul good morning fella   i have the joy of work to do today.  what are your plans?"|
|positive|,|@jaybranch  Hey thats good, my Daughter's still asleep and Son is drawing, better feed him v soon "|
|positive|,|@WollemiPine probably because it's getting chilly here "|
|positive|,|@joecommisso oh ok kool  keep me informed bout that checked ur paged its nice"|
|positive|,|Engaged May 1st to the best guy  I could not be happier! I love you Jay!"|
|positive|,|@djruss99 love session 2 of king of queens "|
|positive|,|@Mandarific well on a day off you owe it to yourself to sleep in late "|
|positive|,|@HlywdScrnwriter I've thought about it several times . got a few good friends there! "|
|positive|,|@silverbenz Have you heard the song &quot;Purpose&quot; from Avenue Q?  Your post reminds me of that."|
|positive|,|@Gaethe Lol, yes  Hence my wanting to watch more!"|
|positive|,|OMGSH IM BEING FOLLOWED BY &gt;&gt;PARAMORE&lt;&lt; :O  "|
|positive|,|@AKAVirtualPA Everything and Nothing Hmmmmmmm "|
|positive|,|@princessmargo We saw that in none 3D - the baddie's the best "|
|positive|,|@nuttychris Aww thank you for asking people to follow me "|
|positive|,|@miss_tattoo Hey girl. I'm a new follower - I think it's awesome you've gotten the chance to get so close to Donnie. Very cool!! "|
|positive|,|watching JONAS "|
|positive|,|must be time to go home - yes indeedy "|
|positive|,|If you keep up with the 140 character limitation, you will soon be writing more like Shakespeare, than a garrulous fourth-grade scribe. "|
|positive|,|ajab chizi shode in blog-am :x che axayi ke migiram man "|
|positive|,|@rachikus thankyou "|
|positive|,|Storm system that looked to bring us rain today is going to miss us "|
|positive|,|Just got back from the karaoke bar in the metreon!!! Watching millionaire matchmaker "|
|positive|,|@Liesbetje with your bicycle? "|
|positive|,|@dannnnnniiiie lol brandy and mr whiskers is on "|
|positive|,|@kirbis007 i trusted matt with my life in that picture. funnnn night though "|
|positive|,|My 2 favorite things. Fuzzball and Swine Flu  http://tinyurl.com/dhpol7"|
|positive|,|@b_club wished I could have been there last night. Sounds like it was rocking! Can't wait to see pix or vids "|
|positive|,|@onein36million Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy "|
|positive|,|i just need to sleep "|
|positive|,|@Karen230683 morning  hope u r well.. i'm off to bed soon!"|
|positive|,|@pauliniunia its the best show EVER! "|
|positive|,|My Twitter was born on 12 Feb 09. Today, at this point of time, 4 May 09, 3:56pm (GMT+8), I have 805 tweets (including this one). "|
|positive|,|Listening to Yultron!! "|
|positive|,|Looking at our photo shoot pics...check out our myspace pics to see them...i love them all... "|
|positive|,|@AlviHalderman Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy "|
|positive|,|Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this "|
|positive|,|@barbsaka I love finding regional groups of Twitterers! Glad I could connect you with a few new people "|
|positive|,|@alivicwil She's so funny!!! I wish she were my grandma "|
|positive|,|http://twitpic.com/4j9fb - I really love this picture! "|
|positive|,|The sun is shining "|
|positive|,|@Its_Claire its sunny here  I will send some over to you"|
|positive|,|@amber_benson Loved it! You continue to delight us Amber.    Great job on the backing and the video by @adambusch. Kudos."|
|positive|,|@spookerlabs it's called a telephone. I know it's new technology, but it's the way forward! "|
|positive|,|@benald Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy "|
|positive|,|@ihatemornings great show on Friday champ. Enjoyed it "|
|positive|,|@DjZeeti haha i just nto 2 lonq aqo qot out dh ashower "|
|positive|,|@ByronKatie In our vedanta class we have a saying &quot;Chit Happens&quot; (chit being mind vibrations or thoughts) "|
|positive|,|ehh i need a break. gonna do 3pg essay 2m before work at 5. going to bed now. gym in the morning! nightttt "|
|positive|,|@lisam75 thanks  great day for it."|
|positive|,|@andysowards quite "|
|positive|,|@jaackyx ha you'll do fine! just be positive!  &amp;aha i know huh. wht a long conversation. i remeber you and allyson did even lnger ones! x]"|
|positive|,|@mafraederscheid did the house sale go OK? Hope so, really like your daily painting today, have a creative day "|
|positive|,|@Amaury_Polanco Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy "|
|positive|,|@alsprincess I break some rules and don't take tension for them  ....."|
|positive|,|@Dutchrudder I told 'em that the English have a special quality when it comes to cussing! Welcome to the fun, Dutch! "|
|positive|,|@WOMENONTOP nope, there's me too. "|
|positive|,|@LILELLAY i am! lol its just i got used 2 talkin 2 ya..! "|
|positive|,|MY GOSHHH :3 A NEW FOLLOWER  hi there! i won't rape you! i lie. &gt;:]"|
|positive|,|@girlwhoshould but it's fun when they blatantly ignore the advice "|
|positive|,|@NileyLover09 well i`m a little bit sick but i`m fine "|
|positive|,|Editors read this and nod, writers read this and take notes.  http://tinyurl.com/crm4c2"|
|positive|,|@fadeout all you have to do is have your boyfriend say something for me so i can hear his accent. "|
|positive|,|@xMyLifesAStoryx well uhm i guess u pretty do now dont u? lol but it still sounded good "|
|positive|,|@Samproof Black Russians makes me think of a &quot;white russian&quot; and this movie quotation: &quot;that rug really tied the room together.&quot; "|
|positive|,|is playing around &amp;&amp; having fun with little kids right now  hahahahaha"|
|positive|,|@DebPenner Deb,, I am looking forward to exploring simple=ology/Mark Joyner.  I'll be back in about 10 hours. "|
|positive|,|@honey_buns awesome! thank you "|
|positive|,|@zoeatthedisco lol hell yes i'm keen. WE'RE GOING SKIING AT TREBLE CONE SOMETIME THIS WINTER "|
|positive|,|@davewat1 Stop what? "|
|positive|,|My Chemical Romance Official Sodahead Profile  http://www.sodahead.com/mychemicalromance/  "|
|positive|,|@DarryleP Am busy yes...But then always am. Hope you had a great time traveling.  Where did you go?  Welcome back!"|
|positive|,|Anyone to recommend me JP artists with music similar to Soichi Negishi's Amai Koibito? "|
|positive|,|They don't know that I like him cause I've never ask them bout him.oh well I guess your right. I feel abit better now "|
|positive|,|Getting my self a nice cup of tea and turn on some music "|
|positive|,|YAY mom bought me the Sakura bodyshop lotion!  &lt;3"|
|positive|,|@lukeylukess u were awesome at the bull and bush the other day   cant wait to see u at the loft x"|
|positive|,|says everyone was busy  http://plurk.com/p/rou4v"|
|positive|,|@amiong factory ng Elmer's? hihihi. sorry, corny! baka si ate ruby, alam! "|
|positive|,|@xthemusic did you drink too much? the best cure is a fry up "|
|positive|,|@StDAY Dude, that is eerie. Good song though, and a good movie.  "|
|positive|,|@hellivina you work really hard so, sometimes you need a break, haha.  so, yeah...just let me know if you need help in anythin'. "|
|positive|,|@souljaboytellem we are "|
|positive|,|Zelda Fans!!! pand_i - Zelda: The minnish cap, and a want for more music taste: Zelda = epic  I&amp;#.. http://tinyurl.com/d7jvop"|
|positive|,|@deversum lolz  I'm the other way 'round. My English is better than my Dutch (which is considered weird here :p)"|
|positive|,|@TweetNewz Good prices for bulk SMS and Premium SMS too  http://promotion.itagg.com"|
|positive|,|30 days till p!nk   babysitting in 15 minutes."|
|positive|,|Eminem 3AM ... Freaking Awsome!!! ... Im Going Back Too... Seams Like Something big is inside me... and no...is not a Alien "|
|positive|,|@daxxbondoc thanks Daxx you too!  God Bless you brother! "|
|positive|,|@jason_2008 Well, having to revise them!  Was to do some more gardening, now, I guess hoovering and some warcraft  Not played in a week !"|
|positive|,|@DJWiLLGATES "|
|positive|,|@MissxMarisa Borat is just so damn quotable.   ++ do you want the link to it?"|
|positive|,|@emmyrossum ah  Hate it when that happens! The Race to Erase MS is this week. Are you going? "|
|positive|,|@SteffaniYu haha! i see...  go, wear BLUE! ) heey, ur watching JONAS! hahaha ) haven't watched any ep yet.. hope it shows here soon!:p"|
|positive|,|@gi_ri_ja good morning, It's nice to see you!   "|
|positive|,|@magullo thank you alot "|
|positive|,|I just got twitter for my palm  &lt;3"|
|positive|,|@zhayrar Aw you are and you're welcome "|
|positive|,|@darrenporter Hehe you're right, I'm not daft  May is a good month to be on a French contract!"|
|positive|,|@hot30 can you please have a short stakc competition "|
|positive|,|@prwebmobilenews Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG! "|
|positive|,|Happy Meal - B.O.B. toy  http://tinyurl.com/cjtqaf"|
|positive|,|@underhill70 oh that totally works too "|
|positive|,|chillin with the neighbor "|
|positive|,|So happy that it's FINALLY May!    The Indy 500.  Was there for the horrors of 1973, yet I still remain held captive by Indy's spirit..."|
|positive|,|@tashkaa  hey are you there?Oyy i geas you sleep...  "|
|positive|,|@gneitzer I thought every weekend was a long weekend in California "|
|positive|,|Really this time. G'night. I have my new song of the week in the morning! "|
|positive|,|Built a mini CDN over the past few days.. only has 3 locations (AU, EU, US) but it has GeoIP - quite fun to meddle with "|
|positive|,|is at home "|
|positive|,|But on the bright side...no school "|
|positive|,|@cosmicgirlie good luck!! How exciting "|
|positive|,|@Anthaman can u follow me please "|
|positive|,|@aplusk and Amanda Peet in A lot Like Love. Loves it.. Classic, really "|
|positive|,|lol haha very funnyyy lol im talking to my bestfriend ashleyyyy!!! "|
|positive|,|THiNKiNG 0f HiM  &lt;3"|
|positive|,|@bbrooke yeah surrrrrously. we win "|
|positive|,|@rhettroberts sexxxxxxxy  I had a silly weekend with my bff =P Fun times! Haha"|
|positive|,|is sitting in her nan's bathroom dying her hair for the x factor auditions tomorrow "|
|positive|,|Waking up early to go to the gym "|
|positive|,|talking to nat "|
|positive|,|@codingvictim nice to have you back "|
|positive|,|at school... can't wait to get  out of here today...get my tattoo at 3 "|
|positive|,|@kyleandjackieo or, Green Day: boulevard of broken dream, Hinder: lips of an angel, Howie Day: collide - that was such a nice song "|
|positive|,|@nicurrr over herrreeeee "|
